Train	Interpolation
0.003908935983348	0.004847881506152559
0.0015569619491681036	0.0017178590003880587
0.38198696582280905	0.44920485659781917
0.0011250315190082765	0.0011304496094035501
	
0.024308926292330755	0.02955559016576835
0.005900747619131358	0.00669301919055291
0.0005278909861710396	0.0006395632158671914
	
	
0.008291731898036617	0.009076177157019227
	
	
0.018290807657828347	0.020470075782260736
	
	
0.001626379108772852	0.0017829626337039963
	
0.3807860235193602	0.44831330862146296
	
	
	
	
0.4897359162131438	0.5598696273632627
	
0.3773295150454404	0.44453982949052584
0.38814643652240277	0.4555827599805428
0.007870854173663039	0.007893906337630653
0.00038605786666135453	0.0004841398452436823
0.001135130067428608	0.0011895244663587543
	
	
0.0009692867105117215	0.001021699843382856
0.3857572487457347	0.45279606268623174
	
0.3720518514232884	0.43861012372337455
0.041756436325306526	0.05197738778178038
	
0.0024260699889546073	0.0025625883498770342
0.03884861619212487	0.047261210723405174
	
0.45056256151223406	0.5201234663441675
	
0.05305496252428286	0.06815416371147427
0.3703392864120104	0.43679496337788576
0.0012105164060220303	0.0013241294856381832
	
	
	
	
	
	
0.37609285006156484	0.44341841422171235
0.3885202817838043	0.4559202850216333
0.01778023647135072	0.022741395998101516
0.0015327706347800258	0.0019178689608862099
	
0.3807273938049718	0.4483042101820007
	
0.0009451080855950256	0.0012772264087693999
	
	
0.37408814011453706	0.4412124863699574
	
0.38523466942903317	0.45250447819960526
0.0023294154609114132	0.0029156846419559437
	
	
0.0019925303181060642	0.002024796157080275
	
0.005305047861850709	0.006087697886276324
	
	
	
	
	
	
0.004426643474651118	0.005238110856887233
	
	
	
0.02828266563365499	0.037794723442066254
	
0.012444116174768566	0.012785135644040898
0.44177013255164893	0.5112603494503993
0.37727044999495896	0.43928800141738983
0.037257923059324995	0.041530055687123237
	
0.00036368143909672743	0.00035999406569361774
	
0.0036876392001919055	0.0037979757533335135
	
	
	
	
	
	
0.006827300013440338	0.007582866831359709
0.3803583031207089	0.4479335186231062
0.3794888188983837	0.4470315308844522
0.014452061429410185	0.014927687384363354
0.38590401744652597	0.45330329833903443
0.002588307440442847	0.002954493395635681
	
	
	
	
0.0030432445095623815	0.0032142125742076846
0.0027650487596409395	0.0030834868328056962
	
	
	
0.013558650703933897	0.01444212918062538
	
	
	
	
	
	
	
	
0.021044725247407657	0.02509629060974052
0.014268549866814088	0.015717329995553586
0.37347854464549535	0.440565816551879
	
0.3799370328359425	0.4414207634896061
	
	
0.3826491374459747	0.4496922799180744
0.37537677395153213	0.44220887433364164
	
0.3793773083931865	0.4467484202309698
0.0033944510346483464	0.004451727852055816
	
0.0020089794108292757	0.002030211832850839
	
0.018809801913570255	0.023411861666407473
0.012001239372069946	0.01454550587034436
0.0033949465268962196	0.003429605111261023
	
	
0.003468847774451031	0.0037252903555341954
0.0034726972323658204	0.003939582954722574
0.0028945521402953395	0.00303242639444777
	
0.0022291579582814384	0.002267842961936102
0.021079841411575345	0.02508105833863653
0.002867817491995639	0.0030512973435193997
0.3774748319604603	0.44479624476647256
	
0.015639760896133035	0.018689292725069844
0.023051426158238658	0.027723443173574273
	
	
	
0.015956587637988455	0.016659519762075675
0.0020454690124554224	0.002568222938562407
	
0.37242158599770886	0.439499236581764
	
0.00081196433776895	0.0008446378989914446
	
0.3868648534887008	0.4542905340825868
	
	
0.02565202704239411	0.030767020576773156
	
	
0.009430963658148495	0.009434488923041363
0.37518398430697847	0.44218301431683205
0.004288901482026944	0.004581229932981897
	
	
	
0.0013038080698719533	0.001342033288709418
0.0037862540581906994	0.003993469190437955
0.005305735950552756	0.006835614333645515
0.00788964213452251	0.007908888779795557
	
0.38466420609615415	0.4516764922227556
0.0039010913997650056	0.004167624458813317
0.3788481282324795	0.4465002350455748
0.022643764459445957	0.02447925102463958
0.2182927929427473	0.2475549760865361
	
	
	
0.38056989565630606	0.4484126885919189
	
	
0.0006544640690905546	0.0006638543513919229
0.00040999225606065117	0.00048516508406725605
0.008363578192170965	0.008569624591688451
0.011092603295232048	0.013720655296831122
	
0.001953230613745077	0.0020173611711227684
	
	
0.00836126445736338	0.008846500508104491
0.0019427295866064954	0.002114007891627257
0.006414152194684261	0.007424644853073348
	
0.7622498906555093	0.8480448468513843
	
0.3786462947062722	0.4461719079192926
0.48548180989435785	0.5550028724225925
0.0012377006075324603	0.0014407346468063706
	
	
0.004096897176694323	0.004614865352215167
	
0.00046449886736978085	0.0005014351578893945
0.020378101972563248	0.02758692255008969
0.006732998953869249	0.006843135901654347
0.019177061475637483	0.02277147790800303
	
0.0024421390447475766	0.002450241373968345
0.02934338568945294	0.03619373027502376
	
0.0020954729909125336	0.0021396923382835764
	
	
	
	
0.01649082954858646	0.02229411137747272
	
0.02300567079127238	0.026044634332566124
	
0.01172161808832992	0.01280913687014899
0.011801398455758425	0.013775132674488995
	
0.019892111845956045	0.025357981210600313
	
0.019916078438006572	0.02250461184023812
0.38006124499472205	0.44728854509998806
0.00098483875540189	0.0010802237543265114
0.0037401935266865886	0.0042146206848828836
	
	
0.008079063034623435	0.009268571931334957
0.0017048301235241287	0.0018562456588350343
0.018011299208595306	0.020858066730076744
	
0.002201389832559125	0.00236221210306145
0.3805007840550376	0.4484302061032063
	
	
0.3743183064643287	0.44152763784561677
	
0.37758092861636305	0.44488277187475667
