Train	Interpolation
0.006486578342987215	0.007312593728878117
0.007373606596943394	0.007946082795369265
0.0026902605147732573	0.0030318425491115855
0.0014287243188673914	0.0015175169758117964
0.010522405979386428	0.011321196439631908
0.0016646100501477635	0.0017208327432004845
0.001593855889108986	0.001651567207418526
0.0027642996342636117	0.0029998177661803836
0.0022613727702954665	0.0025858029967029106
0.003462566588453719	0.0037977722906713
0.008418098844550826	0.009071450924110692
0.017136585363268085	0.020677051951142986
0.015402127168493073	0.017207868038313364
0.00844411563067029	0.009234541805608822
0.0015104087002280164	0.0015783231766304117
0.01180971507617885	0.013615013877208678
0.02910030698365984	0.03529065387897503
0.00907651988719812	0.009765824635790312
0.010801173103481465	0.012225632103429123
0.013696383398405931	0.014880477569759205
0.007208766486398177	0.007216663263610168
0.012619216520838505	0.014248757291459255
0.0155459489366641	0.018740006637987514
0.02246124595170672	0.027037308794885372
0.008156000770960948	0.008274109419921327
0.010703130173574427	0.01256873886509246
0.0032967977045215034	0.0035909696362883088
0.012434148622365516	0.014676999760547073
0.001521252645078508	0.00161046256625371
0.01256155118425718	0.014542731976220184
0.0024228888605127173	0.0026674286140815004
0.005560594792827511	0.006332170538465987
0.00675592228028139	0.007836553510299531
0.008586150175699404	0.01003801044695686
0.0016557302046554035	0.001714815051282861
0.0024838793296283355	0.0029499379136980176
0.011045919408616767	0.013174428452252146
0.006880220531985915	0.0069027466174296235
0.010098403152774226	0.011236985320106788
0.006283080318901757	0.00631051834107442
0.001672366309595974	0.0018004502839411886
0.011087430864671056	0.013520098029337119
0.00892822548990634	0.009759656036097743
0.007689142192254672	0.008267688786337235
0.003903432950507757	0.00400604305536395
0.005511557210409445	0.0061925852134846636
0.0021509147832898924	0.0023458068107296975
0.010395089923945833	0.012020529228422457
0.0011085510038219449	0.0012368115074272842
0.02321608667530909	0.02735926975521897
0.007897676354160698	0.008563035783396065
0.011961551875921373	0.01353123245931075
0.006169690814088025	0.006921283699906578
0.012214521419098078	0.013751350453978375
0.01326205598206982	0.01568865061479506
0.002324647870185559	0.0023541992267751134
0.002848918950830381	0.003063408389740927
0.010461416687961167	0.012134205236727027
0.006512644617963292	0.007567156035113204
0.010223666483816451	0.011459729947686377
0.0027460282131585357	0.002876458974399146
0.0043514917403130625	0.0046565419351672745
0.007593125388244204	0.007614814855381932
0.006963889152240754	0.00698515564028801
0.004472028759706615	0.00469992003273811
0.005857937844458638	0.006073391951505747
0.007892935241205556	0.007976862136966792
0.0022543973858683564	0.002442671059733326
0.0028358093961751707	0.0030136069516240416
0.035170585556736245	0.04291989752979059
0.00942534302590008	0.010950210794477824
0.025797865620258563	0.03134657607022234
0.008694078459707443	0.0094129235930186
0.013400115383836609	0.016287185823180353
0.0014995954670755651	0.001541543545035905
0.004836260186510832	0.0055968743415562554
0.002702449276114893	0.0028163677528796173
0.012854006527245287	0.014607468088720496
0.0048674831150956385	0.00495997734306997
0.024154205515527615	0.028539420354159656
0.00796169554867151	0.00802157097794062
0.0037111715772246033	0.004138694961357792
0.009395413074751113	0.010367285849446618
0.0018649094249695631	0.0019849894178659137
0.009835341008456889	0.01085766267494695
0.02580742132730972	0.029076690792083217
0.0010055113675317528	0.0011180210768237454
0.030917986377981523	0.03763889178827739
0.007129917074058356	0.0072521886033809725
0.0047667579043941585	0.004803515672474313
0.009572072518748354	0.011240996328075613
0.007244348420584024	0.007742970201829434
0.005781146535444903	0.005837835090216357
0.009396585330685325	0.010523632341416192
0.009383063687091363	0.010333056516312169
0.0026111782235870074	0.0027723282339888575
0.0018378669575414008	0.001938180765121292
0.009401965835932636	0.010001504903015617
0.013032833362323226	0.014804907421685536
0.008702520852242879	0.009949051090334966
